/home/brett/anaconda3/lib/python3.8/site-packages/torch/utils/data/dataloader.py:558: UserWarning: This DataLoader will create 10 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
INFO:root:Epoch 1
INFO:root:Epoch [1/50], Step [1/1562], Loss: 0.4901, Time: 975.42s
INFO:root:Epoch [1/50], Step [2/1562], Loss: 0.4891, Time: 695.57s
INFO:root:Epoch [1/50], Step [3/1562], Loss: 0.4895, Time: 618.24s
INFO:root:Epoch [1/50], Step [4/1562], Loss: 0.4900, Time: 573.42s
INFO:root:Epoch [1/50], Step [5/1562], Loss: 0.4898, Time: 546.54s
INFO:root:Epoch [1/50], Step [6/1562], Loss: 0.4902, Time: 524.35s
INFO:root:Epoch [1/50], Step [7/1562], Loss: 0.4898, Time: 534.00s
INFO:root:Epoch [1/50], Step [8/1562], Loss: 0.4896, Time: 524.67s
INFO:root:Epoch [1/50], Step [9/1562], Loss: 0.4896, Time: 509.98s
INFO:root:Epoch [1/50], Step [10/1562], Loss: 0.4898, Time: 500.64s
INFO:root:Epoch [1/50], Step [11/1562], Loss: 0.4894, Time: 495.36s
INFO:root:Epoch [1/50], Step [12/1562], Loss: 0.4891, Time: 492.58s
INFO:root:Epoch [1/50], Step [13/1562], Loss: 0.4891, Time: 490.28s
INFO:root:Epoch [1/50], Step [14/1562], Loss: 0.4891, Time: 482.24s
INFO:root:Epoch [1/50], Step [15/1562], Loss: 0.4890, Time: 477.88s
INFO:root:Epoch [1/50], Step [16/1562], Loss: 0.4891, Time: 478.23s
INFO:root:Epoch [1/50], Step [17/1562], Loss: 0.4892, Time: 475.67s
INFO:root:Epoch [1/50], Step [18/1562], Loss: 0.4892, Time: 473.87s
INFO:root:Epoch [1/50], Step [19/1562], Loss: 0.4891, Time: 470.24s
INFO:root:Epoch [1/50], Step [20/1562], Loss: 0.4891, Time: 467.41s
INFO:root:Epoch [1/50], Step [21/1562], Loss: 0.4891, Time: 463.94s
INFO:root:Epoch [1/50], Step [22/1562], Loss: 0.4890, Time: 461.92s
INFO:root:Epoch [1/50], Step [23/1562], Loss: 0.4891, Time: 459.32s
INFO:root:Epoch [1/50], Step [24/1562], Loss: 0.4891, Time: 457.63s
INFO:root:Epoch [1/50], Step [25/1562], Loss: 0.4892, Time: 456.25s
